trigger_time,coincidence_score,threshold
2025-01-20T04:55:00.000Z,1.059981107711792,1.5937319993972778
2025-01-20T04:55:00.500Z,1.092033863067627,1.5937319993972778
2025-01-20T04:55:01.000Z,1.0355627536773682,1.5937319993972778
2025-01-20T04:55:01.500Z,0.9648191928863525,1.5937319993972778
2025-01-20T04:55:02.000Z,1.0742524862289429,1.5937319993972778
2025-01-20T04:55:02.500Z,1.0008691549301147,1.5937319993972778
2025-01-20T04:55:03.000Z,1.011094331741333,1.5937319993972778
2025-01-20T04:55:03.500Z,1.0183442831039429,1.5937319993972778
2025-01-20T04:55:04.000Z,0.9884690642356873,1.5937319993972778
2025-01-20T04:55:04.500Z,1.052088737487793,1.5937319993972778
2025-01-20T04:55:05.000Z,0.9708781838417053,1.5937319993972778
2025-01-20T04:55:05.500Z,0.970700740814209,1.5937319993972778
2025-01-20T04:55:06.000Z,0.9699605703353882,1.5937319993972778
2025-01-20T04:55:06.500Z,1.0462698936462402,1.5937319993972778
2025-01-20T04:55:07.000Z,1.0337361097335815,1.5937319993972778
2025-01-20T04:55:07.500Z,1.024989128112793,1.5937319993972778
2025-01-20T04:55:08.000Z,1.0038164854049683,1.5937319993972778
2025-01-20T04:55:08.500Z,0.9922834634780884,1.5937319993972778
2025-01-20T04:55:09.000Z,1.0791058540344238,1.5937319993972778
2025-01-20T04:55:09.500Z,0.9385374188423157,1.5937319993972778
2025-01-20T04:55:10.000Z,1.0283268690109253,1.5937319993972778
2025-01-20T04:55:10.500Z,1.0050382614135742,1.5937319993972778
2025-01-20T04:55:11.000Z,1.0247178077697754,1.5937319993972778
2025-01-20T04:55:11.500Z,0.9974402785301208,1.5937319993972778
2025-01-20T04:55:12.000Z,1.0622292757034302,1.5937319993972778
2025-01-20T04:55:12.500Z,1.0067944526672363,1.5937319993972778
2025-01-20T04:55:13.000Z,1.0462558269500732,1.5937319993972778
2025-01-20T04:55:13.500Z,1.0785247087478638,1.5937319993972778
2025-01-20T04:55:14.000Z,1.0020716190338135,1.5937319993972778
2025-01-20T04:55:14.500Z,1.0137097835540771,1.5937319993972778
2025-01-20T04:55:15.000Z,1.144317626953125,1.5937319993972778
2025-01-20T04:55:15.500Z,1.0008794069290161,1.5937319993972778
2025-01-20T04:55:16.000Z,0.9725247621536255,1.5937319993972778
2025-01-20T04:55:16.500Z,1.0990053415298462,1.5937319993972778
2025-01-20T04:55:17.000Z,1.0389353036880493,1.5937319993972778
2025-01-20T04:55:17.500Z,1.0180127620697021,1.5937319993972778
2025-01-20T04:55:18.000Z,1.0705565214157104,1.5937319993972778
2025-01-20T04:55:18.500Z,1.1371347904205322,1.5937319993972778
2025-01-20T04:55:19.000Z,1.071237325668335,1.5937319993972778
2025-01-20T04:55:19.500Z,1.0518654584884644,1.5937319993972778
2025-01-20T04:55:20.000Z,1.0270639657974243,1.5937319993972778
2025-01-20T04:55:20.500Z,0.9601354598999023,1.5937319993972778
2025-01-20T04:55:21.000Z,1.0081981420516968,1.5937319993972778
